avg,desviopadrao,segundomomento,terceiromomento,assimetria,curtose,desviomedio,n_peaks_valleys,avg_n_peaks_valleys,classe
0.47514278297,1176.09823927,1383207.29417,-84703558.7087,-0.0532799931366,7.73372121235,607.126481548,19409,12.9154000721,positive
0.209214541246,1072.62064798,1150515.09823,-80000612.2313,-0.0654119896221,4.23365848561,660.401004912,18590,2.38752017214,neutral
0.243455014749,1320.0696329,1742583.89497,-52927854.038,-0.023562066811,5.06768403788,751.342405448,15324,-2.9839467502,positive
0.301833533173,1255.4061965,1576044.8093,4611415.96895,0.00160939282246,9.47141889767,633.506610754,24749,-11.8291244091,negative
-0.201643730887,1798.86221376,3235905.30476,-79015908.6123,-0.0132381207414,3.22188234602,1072.07018136,17460,-14.7909507446,negative
0.00218451066961,849.571935342,721772.473326,60579063.6212,0.0987843556524,9.6154846737,417.484239058,27768,-5.258571017,positive
0.0947852956167,1472.97392943,2169652.20577,261795781.743,0.0817245971918,4.63123786772,892.817209515,19947,11.3907354489,neutral
0.0927869018654,1176.27664894,1383626.76346,314419251.966,0.192951602074,9.40299782681,609.157441491,22592,-0.222645184136,negative
-0.00610581450094,1208.5633652,1460625.40774,29641348.176,0.0168066634352,6.89345195109,670.715825306,21004,2.09412492859,positive
0.240238182261,1203.94503404,1449483.70271,524429942.684,0.299917304287,6.24098631732,701.980983356,18962,-17.2453855079,negative
0.3391563147,1121.72795888,1258273.72876,155231817.502,0.109074057424,10.5856324466,604.584739655,28543,9.42917703115,neutral
-0.0998263888889,1584.81074906,2511625.12029,135694300.126,0.0342791552028,5.8042320308,991.455835162,19538,-2.72351315385,positive
0.2421875,1203.29482004,1447918.48259,171740146.578,0.097968670161,6.06178903145,857.332084076,21334,10.0549357833,neutral
3.07826309975,2048.93383357,4198139.33004,1453595896.59,0.164482441711,2.13830371133,1518.28296881,18152,12.5203283385,positive
2.95077134601,2112.1386671,4461138.45613,100183592.105,0.00644118717804,1.62703493124,1605.66379902,31056,-2.67677743431,neutral
3.87965116279,2191.9407512,4804619.30848,467102765.177,0.0390434162861,1.95046067749,1632.8409948,37711,17.1661053804,positive
-1.15444890077,2135.14782094,4558857.55,-1362598419.72,-0.138363753335,2.78337782881,1570.00503227,40283,5.65831740436,negative
-4.13936988937,2069.36079159,4282271.22016,559731497.01,0.0691651620415,2.10016142081,1542.37604328,49271,7.87800125835,negative
3.12369186047,2490.45112367,6202356.55686,850182445.461,0.0512771498885,5.42323045806,1762.16378557,46882,13.2909645493,positive
-5.95473710317,3668.25702844,13456145.0856,-2129295205.05,-0.0382677121461,-0.806850294161,3118.72154553,43538,10.5601773164,neutral
9.51386893359,2956.57497517,8741426.09748,-398806399.461,-0.0250846864946,-0.640101408299,2460.40815269,19100,17.0487958115,neutral
2.82250097809,3481.45493092,12120536.4025,-1745502601.6,-0.0437976637093,-0.670364593064,2894.45815177,28589,15.130609675,negative
1.73419117647,3227.56520007,10417180.1281,5335468325.34,0.157077318388,0.352563815086,2474.98578769,25483,7.70607856218,positive
-0.271990740741,2238.89662448,5012658.16911,1712340277.41,0.152941057969,1.6231835397,1623.28935024,34149,-30.9740548772,neutral
-0.574526691496,2793.50581443,7803675.06533,5577337704.65,0.256462742755,1.9380045078,2078.09163825,32236,-41.7959114034,negative
1.56245915033,2940.72652089,8647874.91195,1904152533.03,0.073281217432,0.412404369093,2317.41289562,37389,-21.5165957902,positive
-2.94908311632,2965.56707607,8794596.77976,3003248151.24,0.118134391948,1.51498265662,2245.89757094,13450,-42.8737546468,neutral
-1.41667744997,2803.39897714,7859047.83203,9342398786.57,0.425552947037,9.51201794202,1668.36468929,31316,-19.9131434411,neutral
-0.551379811184,1755.38012935,3081359.70255,-539287183.433,-0.0987602932122,4.86427946355,1166.15090171,31401,-36.3898283494,negative
2.28072617337,2434.04487369,5924579.64887,-3088851455.19,-0.217006996177,3.46583427618,1676.53012651,24678,-15.7444282357,positive
-0.479539715335,2606.80934875,6795455.21069,5156965840.83,0.291668117677,3.36755355176,1774.77914344,21549,-43.8786950671,neutral
1.35248974116,2088.28587804,4360939.73767,-1239752110.78,-0.138076463885,2.03883481746,1458.95514057,18999,-4.82109584715,neutral
-0.0787927350427,2416.26401333,5838331.78833,1095374932.63,0.0777457147426,2.30934013677,1658.68976241,21374,-12.3845793955,neutral
2.88983585859,2266.89814759,5138835.56271,1266269801.87,0.1048757767,3.03287397715,1559.21577454,25234,5.57814852976,negative
0.782541666667,2341.65896881,5483367.33857,-819871526.01,-0.064854600774,0.991756683488,1709.58169519,24949,2.34658703756,negative
1.03887195122,2306.53481879,5320103.94953,2265171726.52,0.183244279076,1.17250169077,1705.09034459,25107,-47.3851515514,positive
-1.63065245478,2037.16098535,4150027.53924,-1999998979.43,-0.234165400131,0.617103878655,1560.96402147,7286,5.82267362064,positive
5.00864109848,2518.74612542,6344107.1308,-2427843186.71,-0.157904008286,1.26148871415,1900.42509095,16504,11.5797382453,positive
-3.78179824561,2338.97104149,5470799.83493,-1897078245.05,-0.143404867783,0.860712344219,1765.27085282,14551,5.91931825991,positive
-0.451486697966,2256.78463745,5093077.10368,-24859540.5144,-0.00156265928711,0.736649540776,1719.55260357,11809,-1.16487424845,neutral
-1.82356214387,2268.41926166,5145729.27206,-492911203.947,-0.0398161508488,4.63163448343,1605.68651204,18870,19.4558558559,positive
-1.89718076285,2632.03532759,6927613.56499,-5626007910.48,-0.30638733655,5.13708714785,1629.07003307,17127,17.8975302154,neutral
0.852182539683,1763.01231992,3108213.16639,-2509558422.91,-0.459414027341,19.8569390352,996.273001184,31346,-39.3114272953,negative
0.102923525377,739.555291211,546942.039352,-111864198.351,-0.276971014621,18.8050796031,419.241586578,20714,-16.5310418075,neutral
-0.353732638889,969.069515382,939095.850769,355529059.007,0.39176528946,15.501873602,554.015225894,30649,-22.5124473882,neutral
-0.0872844827586,1053.64612354,1110170.16128,-232196413.268,-0.198256357851,6.35611983316,603.256968614,16567,7.31037604877,positive
0.49874497992,1398.2834705,1955196.91261,-1061206522.54,-0.389233143875,11.5567393092,672.068437068,20575,19.3453705954,neutral
0.289436799185,1458.63859492,2127626.63437,681448374.989,0.218983234212,13.0941577848,785.46030569,21841,19.3594157777,positive
0.709615688131,508.545408421,258618.935981,20415533.4087,0.151042368659,12.4902890853,268.795951937,19730,-1.80268626457,positive
-0.321267361111,579.578473649,335911.31033,8886226.15699,0.0473066132797,10.0136665864,304.074844462,18609,-4.17695738621,positive
0.294500319285,616.20711998,379711.301445,30477268.8491,0.128821679052,43.2570893084,298.350884958,21672,1.63062938354,negative
0.183766171994,1167.40055374,1362824.08664,-232589149.394,-0.146666317421,8.02361139322,652.163231322,16298,-22.8529880967,negative
